1794,"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,CORE2021,C,No,4604,,
2167,Symposium On Usable Privacy and Security,SOUPS,CORE2021,B,Yes,4608,4604,
1798,"Tangible, Embedded, and Embodied Interaction",TEI,CORE2021,A ,Yes,4608,,
1801,Technology of Object-Oriented Languages and Systems,TOOLS,CORE2021,B,No,4612,,
1802,Testbeds and Research Infrastructures for the Development of Networks and Communities,TridentCom,CORE2021,National: China,Yes,4606,,
2255,The ACM International System and Storage Conference,SYSTOR,CORE2021,National:Israel,Yes,4606,4605,
2197,The International Conference on Future Networks and Communications,FNC,CORE2021,Unranked,Yes,4606,,
2179,The International Conference on Intelligent Environments,IE,CORE2021,B,Yes,46,,
2213,The International Conference on Verification and Evaluation of Computer and Communication Systems ,VECoS,CORE2021,C,Yes,4606,4613,4612
1408,"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,CORE2021,A,Yes,4604,,
2212,The Symposium of Combinatorial Search,SoCS,CORE2021,B,Yes,4602,,
1812,The Theory and Application of Diagrams,DIAGRAMS,CORE2021,B,Yes,4602,,
1814,Theoretical Aspects of Rationality and Knowledge,TARK,CORE2021,A,Yes,4613,,
1815,Theory of Cryptography Conference,TCC,CORE2021,A,Yes,4604,4613,
1818,Tools and Algorithms for Construction and Analysis of Systems,TACAS,CORE2021,A,Yes,4612,,
2144,Unix Symposium on Internet Technologies,USITS,CORE2021,A,No,4606,,
1837,Usable Security and Privacy,USEC,CORE2021,National: USA,No,4604,4608,
1838,Usenix Annual Technical Conference,USENIX,CORE2021,A,No,4606,,
1840,Usenix Network and Distributed System Security Symposium,NDSS,CORE2021,A*,Yes,4604,,
1841,Usenix Security Symposium,USENIX-Security,CORE2021,A*,Yes,4604,,
1842,Usenix Symposium on Operating Systems Design and Implementation,OSDI,CORE2021,A*,Yes,4606,,
1845,USENIX Workshop on Hot Topics in Operating Systems,HotOS,CORE2021,A,Yes,4606,,
2252,Utility and Cloud Computing,UCC,CORE2021,Unranked,Yes,4606,4605,4601
1847,"Verification, Model Checking and Abstract Interpretation",VMCAI,CORE2021,B,No,4612,,
1851,Visual Analytics,EuroVA,CORE2021,C,No,4608,,
1853,Visual Information Communication and Interaction,VINCI,CORE2021,C,No,4608,,
1856,Visualization In Science and Education,GRC,CORE2021,National: USA,No,4608,,
165,Web and Big Data,APWEB,CORE2021,B,Yes,4605,,
1865,Winter Simulation Conference,WSC,CORE2021,B,No,4602,,
2250,Wireless Days,WD,CORE2021,C,Yes,4606,,
1867,Workshop in Information Security Theory and Practices,WISTP,CORE2021,C,No,4604,,
1870,Workshop on Algorithm Engineering and Experiments,ALENEX,CORE2021,A,Yes,4613,,
1871,"Workshop on Algorithmic Approaches for Transportation Modelling, Optimization, and Systems",ATMOS,CORE2021,C,No,4613,4601,
1873,Workshop on Algorithms And Models For The Web Graph,WAW,CORE2021,C,No,4613,,
1874,Workshop on Algorithms in Bioinformatics,WABI,CORE2021,C,Yes,4601,,
1876,Workshop on Analytic Algorithmics and Combinatorics,ANALCO,CORE2021,B,No,4613,,
1878,Workshop on Applications of Graph Theory in Wireless Ad hoc Networks and Sensor Networks,Graph-hoc,CORE2021,C,No,4606,,
1879,Workshop on Approximation and Online Algorithms,WAOA,CORE2021,B,Yes,4613,,
1891,Workshop on Computational Optimization,WCO,CORE2021,C,No,4613,,
1892,Workshop on Computer Architecture Education,WCAE,CORE2021,National: USA,No,4608,,
1893,Workshop on Constraint Satisfaction for Planning and Scheduling,COPLAS,CORE2021,B,No,4602,,
1894,Workshop on Cryptographic Hardware and Embedded Systems,CHES,CORE2021,A,Yes,4604,,
1900,Workshop on Domain Specific Modelling,DSM,CORE2021,C,No,4612,,
1904,Workshop on Fault Diagnosis and Tolerance in Cryptography,FDTC,CORE2021,C,No,4604,,
1905,Workshop on Formal Techniques for Java-like Programs,FTfJP,CORE2021,C,No,4612,,
1909,Workshop on Job Scheduling Strategies for Parallel Processing,JSSPP,CORE2021,B,No,4606,,
1912,"Workshop on Logic, Language, Information and Computation",WoLLIC,CORE2021,B,Yes,4613,,
1914,Workshop on Mobile Computing Systems and Applications,HOTMOBILE,CORE2021,National: USA,No,4606,,
1927,Workshop on Programming Languages and Operating Systems,PLOS,CORE2021,C,Yes,4606,4612,
1936,Workshop on the Arithmetic of Finite Fields,WAIFI,CORE2021,C,No,4613,,
2014,"World Conference on Educational Multimedia, Hypermedia and Telecommunications ",ED-MEDIA,CORE2021,B,Yes,4601,,
2181,World Conference on Information Systems and Technologies,WorldCIST,CORE2021,C,Yes,46,,
1943,"World Congress in Computer Science, Computer Engineering, and Applied Computing",WORLDCOMP,CORE2021,National: USA,No,46,,
2155,"World Multi-Conference on Systemics, Cybernetics and Informatics",WMSCI,CORE2021,National: USA,No,46,,
